"Name"	"start"	"end"	"chrom"
"RP11-214C8.2"	63996071	63999899	"chr17"
"RP11-214D15.2"	13528516	13530262	"chr10"
"RP11-214J9.1"	26101317	26102136	"chr2"
"RP11-214K3.18"	123971457	123971714	"chr12"
"RP11-214K3.19"	123969990	123970344	"chr12"
"RP11-214K3.20"	123968023	123968579	"chr12"
"RP11-214K3.21"	123966077	123966629	"chr12"
"RP11-214K3.22"	123962555	123962817	"chr12"
"RP11-214K3.23"	123960717	123961244	"chr12"
"RP11-214K3.24"	124085761	124088598	"chr12"
"RP11-214K3.25"	123973944	124088594	"chr12"
"RP11-214K3.5"	124005871	124006225	"chr12"
"RP11-214L13.1"	55881688	55920199	"chr18"
"RP11-214N1.1"	42412573	42528888	"chr14"
"RP11-214N15.5"	112548632	112548872	"chr10"
"RP11-214N16.2"	76549282	76549771	"chr9"
"RP11-214N9.1"	9555899	9556775	"chr2"
"RP11-214O1.1"	14295512	14297600	"chr17"
"RP11-214O1.3"	14327335	14329474	"chr17"
"RP11-214O14.1"	128069014	128069612	"chr4"
"RP11-215A19.2"	186426546	186555310	"chr4"
"RP11-215A21.2"	118872054	118872602	"chr10"
"RP11-215C7.3"	23258211	23258545	"chr10"
"RP11-215D10.1"	119821304	119822129	"chr11"
"RP11-215E13.1"	34169372	34195937	"chr17"
"RP11-215E13.2"	34176538	34178166	"chr17"
"RP11-215G15.4"	10664495	10665113	"chr5"
"RP11-215G15.5"	10654220	10657816	"chr5"
"RP11-215H18.5"	118322789	118323083	"chr11"
"RP11-215H22.1"	29980113	29982392	"chr11"
"RP11-215I16.1"	8157541	8157788	"chr5"
"RP11-215N21.1"	107757833	108111602	"chr10"
"RP11-215P8.1"	134422838	134423335	"chr5"
"RP11-215P8.3"	134399495	134401921	"chr5"
"RP11-215P8.4"	134429051	134460615	"chr5"
"RP11-216B9.6"	128528901	128552410	"chr9"
"RP11-216F5.1"	78589158	78589539	"chr9"
"RP11-216L13.17"	136791379	136800595	"chr9"
"RP11-216L13.18"	136800366	136829466	"chr9"
"RP11-216L13.19"	136799223	136810042	"chr9"
"RP11-216L13.21"	136728953	136729855	"chr9"
"RP11-216M21.1"	40105822	40106527	"chr9"
"RP11-216M21.4"	40131747	40132218	"chr9"
"RP11-216M21.5"	40130921	40153147	"chr9"
"RP11-216M21.7"	40218030	40222074	"chr9"
"RP11-216N14.5"	153795173	153802091	"chr1"
"RP11-216N14.7"	153852106	153853414	"chr1"
"RP11-216N14.8"	153746851	153751227	"chr1"
"RP11-216N14.9"	153750983	153752176	"chr1"
"RP11-216N21.1"	86016819	86017126	"chr8"
"RP11-216N21.2"	86043102	86043507	"chr8"
"RP11-216P16.4"	121079842	121080124	"chr12"
"RP11-216P16.6"	121107220	121107490	"chr12"
"RP11-216P16.8"	121019111	121019485	"chr12"
"RP11-216P6.2"	1155966	1156175	"chr17"
"RP11-217B1.2"	89335053	89336161	"chr15"
"RP11-217B7.2"	104927553	104928892	"chr9"
"RP11-217B7.3"	104990796	104991781	"chr9"
"RP11-217C7.1"	166388701	166526119	"chr4"
"RP11-217E13.1"	186979490	187021973	"chr4"
"RP11-217E22.5"	153881526	153940836	"chr3"
"RP11-217F16.1"	72445754	72445969	"chr9"
"RP11-217L21.1"	131546662	131573600	"chr11"
"RP11-217O12.1"	104328320	104329396	"chr9"
"RP11-218C14.2"	23583645	23586510	"chr20"
"RP11-218C14.5"	23655225	23656390	"chr20"
"RP11-218C14.8"	23631826	23632316	"chr20"
"RP11-218C23.1"	85246157	85246912	"chr4"
"RP11-218D6.3"	28004702	28004932	"chr10"
"RP11-218D6.4"	27999788	28049615	"chr10"
"RP11-218E15.1"	20633034	20633259	"chr17"
"RP11-218E20.2"	50848122	50865659	"chr14"
"RP11-218E20.3"	50956259	50962002	"chr14"
"RP11-218E20.5"	50912226	50913358	"chr14"
"RP11-218F10.3"	163529771	163530697	"chr4"
"RP11-218F4.1"	27929548	27974223	"chr17"
"RP11-218F4.2"	28021668	28022265	"chr17"
"RP11-218I7.2"	6047360	6066714	"chr9"
"RP11-218L14.4"	155468286	155487046	"chrX"
"RP11-218M11.1"	30564057	30565576	"chr17"
"RP11-218M11.3"	30550493	30551189	"chr17"
"RP11-218M11.6"	30557732	30558502	"chr17"
"RP11-218M22.1"	630891	663706	"chr12"
"RP11-218M22.2"	674801	684127	"chr12"
"RP11-219A15.2"	16804627	16805707	"chr17"
"RP11-219A15.3"	16812447	16812651	"chr17"
"RP11-219A15.4"	16788057	16816540	"chr17"
"RP11-219B17.1"	60479178	60630637	"chr15"
"RP11-219B17.2"	60681569	60686888	"chr15"
"RP11-219B17.3"	60593027	60593460	"chr15"
"RP11-219B4.3"	85177522	85178150	"chr8"
"RP11-219B4.5"	85222446	85245717	"chr8"
"RP11-219B4.6"	85246295	85249848	"chr8"
"RP11-219B4.7"	85172077	85177062	"chr8"
"RP11-219C20.3"	165070608	165071004	"chr4"
"RP11-219C24.10"	13324039	13324518	"chr1"
"RP11-219C24.6"	13305955	13308887	"chr1"
"RP11-219C24.8"	13273539	13275627	"chr1"
"RP11-219D15.3"	139349024	139349371	"chr3"
"RP11-219E7.1"	20783888	20784293	"chr14"
"RP11-219E7.2"	20874305	20875768	"chr14"
"RP11-219E7.3"	20870278	20873592	"chr14"
"RP11-219E7.4"	20897985	20936255	"chr14"
"RP11-219F10.1"	83911654	83912922	"chr10"
"RP11-219G10.1"	188349376	188350024	"chr4"
"RP11-219G17.4"	78261349	78278492	"chr17"
"RP11-219G17.6"	78211618	78211908	"chr17"
"RP11-219H23.1"	97000436	97001593	"chr2"
"RP11-219H23.2"	97008368	97009104	"chr2"
"RP11-219I21.1"	42469640	42469879	"chr3"
"RP11-219J21.1"	25685798	25687524	"chr8"
"RP11-219J21.2"	25776679	25777456	"chr8"
"RP11-219O3.2"	36425447	36426122	"chr11"
"RP11-21A7A.2"	64035970	64103653	"chr11"
"RP11-21A7A.3"	64118272	64119210	"chr11"
"RP11-21A7A.4"	64081690	64087175	"chr11"
"RP11-21B21.4"	88512960	88531053	"chr16"
"RP11-21B23.1"	50368580	50371480	"chr16"
"RP11-21B23.2"	50390916	50395133	"chr16"
"RP11-21B23.3"	50407701	50408513	"chr16"
"RP11-21C17.1"	69175579	69178189	"chr8"
"RP11-21C4.1"	64574306	64581888	"chr8"
"RP11-21C4.4"	64554236	64554475	"chr8"
"RP11-21C4.5"	64570913	64571332	"chr8"
"RP11-21G15.1"	10724619	10728539	"chr18"
"RP11-21G20.1"	154724586	154724880	"chr4"
"RP11-21G20.3"	154754756	154781873	"chr4"
"RP11-21G20.4"	154770568	154770916	"chr4"
"RP11-21I10.2"	119069324	119070297	"chr4"
"RP11-21I4.2"	178840097	178841134	"chr5"
"RP11-21I4.3"	178825382	178825571	"chr5"
"RP11-21I4.4"	178842028	178842235	"chr5"
"RP11-21J18.1"	9102736	9254346	"chr18"
"RP11-21J7.1"	193678894	193727035	"chr1"
"RP11-21K12.3"	128826836	128827579	"chr12"
"RP11-21L1.1"	63935778	63936906	"chr16"
"RP11-21L19.1"	14262846	14273691	"chr11"
"RP11-21L23.2"	76800364	76804555	"chr11"
"RP11-21L23.3"	76782581	76783062	"chr11"
"RP11-21L23.4"	76759916	76768223	"chr11"
"RP11-21M24.2"	22374859	22378180	"chr16"
"RP11-21M24.3"	22365121	22369047	"chr16"
"RP11-21M7.2"	178194342	178194709	"chr1"
"RP11-220C2.1"	32627739	32686484	"chr17"
"RP11-220D10.1"	108626833	108627150	"chr9"
"RP11-220H4.2"	56940341	56944353	"chr7"
"RP11-220H4.6"	57067949	57074683	"chr7"
"RP11-220I1.2"	37112548	37115490	"chr9"
"RP11-220I1.4"	37205112	37205368	"chr9"
"RP11-220I1.5"	37078813	37079776	"chr9"
"RP11-221H10.1"	5072645	5072869	"chr8"
"RP11-221H10.2"	5127919	5128233	"chr8"
"RP11-221J22.1"	101940859	101997926	"chr3"
"RP11-221J22.2"	101960358	101997926	"chr3"
"RP11-221N13.2"	65559591	65560889	"chr12"
"RP11-221N13.3"	65602869	65612997	"chr12"
"RP11-221N13.4"	65644334	65663299	"chr12"
"RP11-222A11.1"	65570338	65766541	"chr10"
"RP11-222A5.1"	175877343	175880468	"chr1"
"RP11-222G7.2"	74821610	74822130	"chr10"
"RP11-222K16.1"	27638315	27638776	"chr3"
"RP11-222K16.2"	27712910	27714005	"chr3"
"RP11-222N13.1"	15910957	15927443	"chr11"
"RP11-222O23.1"	115503367	115504081	"chr7"
"RP11-223A3.1"	42335386	42338376	"chr1"
"RP11-223C24.1"	142566019	142660950	"chr4"
"RP11-223C24.2"	142514446	142518983	"chr4"
"RP11-223I10.1"	231052040	231052637	"chr2"
"RP11-223J15.2"	23670294	23680259	"chr1"
"RP11-223J6.1"	87301658	87302251	"chr2"
"RP11-223P11.2"	127013501	127026475	"chr10"
"RP11-223P11.3"	127000277	127026507	"chr10"
"RP11-224O19.4"	218301262	218301972	"chr1"
"RP11-224O19.5"	218338541	218338756	"chr1"
"RP11-224P11.1"	29891032	29891467	"chr10"
"RP11-225B17.1"	32788334	32788442	"chr7"
"RP11-225H22.4"	103452846	103462695	"chr10"
"RP11-225H22.5"	103479603	103517393	"chr10"
"RP11-225H22.7"	103450196	103450852	"chr10"
"RP11-225N10.1"	182783236	182793394	"chr3"
"RP11-225N10.3"	182843521	182844619	"chr3"
"RP11-226F19.1"	69023150	69023308	"chr14"
"RP11-226I21.1"	170651012	170651338	"chr6"
"RP11-226L15.1"	160020300	160020727	"chr1"
"RP11-226L15.5"	160024953	160026794	"chr1"
"RP11-226P1.1"	81777016	81777613	"chr14"
"RP11-226P1.2"	81727780	81743138	"chr14"
"RP11-226P1.3"	81661428	81662874	"chr14"
"RP11-227B21.2"	117453012	117456986	"chr12"
"RP11-227D13.1"	48645951	48652016	"chr15"
"RP11-227D13.2"	48725338	48725827	"chr15"
"RP11-227D13.4"	48729080	48729844	"chr15"
"RP11-227D13.5"	48662531	48663056	"chr15"
"RP11-227D2.3"	21397818	21400391	"chr20"
"RP11-227F19.1"	41748293	41824119	"chr4"
"RP11-227F19.2"	41750345	41757341	"chr4"
"RP11-227F19.5"	41688858	41692797	"chr4"
"RP11-227F8.2"	162039016	162039567	"chr1"
"RP11-227G15.10"	32408013	32408309	"chr17"
"RP11-227G15.11"	32410159	32410746	"chr17"
"RP11-227G15.2"	32328441	32329395	"chr17"
"RP11-227G15.3"	32324431	32360700	"chr17"
"RP11-227G15.6"	32434939	32435028	"chr17"
"RP11-227G15.8"	32411217	32412420	"chr17"
"RP11-227G15.9"	32430967	32432841	"chr17"
"RP11-227H15.4"	69215333	69232490	"chr10"
"RP11-227H15.5"	69265342	69268148	"chr10"
"RP11-227H15.7"	69300432	69300817	"chr10"
"RP11-227H4.1"	98620065	98620618	"chr3"
"RP11-227H4.5"	98522570	98525334	"chr3"
"RP11-227P3.1"	50100892	50102898	"chr11"
"RP11-228B15.4"	127816066	127822520	"chr9"
"RP11-228G3.1"	84448625	84449878	"chr12"
"RP11-228O6.2"	55680642	55681021	"chr6"
"RP11-229A12.2"	57530345	57530967	"chr3"
"RP11-229C3.4"	75006713	75007012	"chr5"
"RP11-229E13.4"	41867581	41867736	"chr17"
"RP11-229M1.2"	86374966	86375706	"chr9"
"RP11-229P13.15"	137052662	137053375	"chr9"
"RP11-229P13.19"	136975094	136976981	"chr9"
"RP11-229P13.2"	136935840	136937161	"chr9"
"RP11-229P13.20"	137037040	137037955	"chr9"
"RP11-229P13.22"	137057663	137062461	"chr9"
"RP11-229P13.23"	137063535	137064581	"chr9"
"RP11-229P13.25"	136937169	136937988	"chr9"
"RP11-22A3.1"	12947574	12948670	"chr4"
"RP11-22A3.2"	12859101	12864961	"chr4"
"RP11-22B10.3"	51856968	51858066	"chrX"
"RP11-22B23.1"	9277235	9313241	"chr12"
"RP11-22B23.2"	9314402	9316173	"chr12"
"RP11-22C11.1"	94688228	94688610	"chr8"
"RP11-22C11.2"	94637285	94639467	"chr8"
"RP11-22C8.1"	48913916	48914380	"chr8"
"RP11-22D3.1"	49159508	49162023	"chr16"
"RP11-22D3.2"	49170552	49171786	"chr16"
"RP11-22H5.2"	82773319	82829638	"chr16"
"RP11-22K10.1"	83805496	83805640	"chr14"
"RP11-22L13.1"	3306636	3310096	"chr1"
"RP11-22M7.2"	216072465	216086917	"chr1"
"RP11-22N12.2"	29197071	29197785	"chr17"
"RP11-22N19.2"	106285480	106286326	"chr7"
"RP11-22P4.1"	28352107	28527041	"chr11"
"RP11-22P4.2"	28516832	28519341	"chr11"
"RP11-22P6.2"	28862166	28863340	"chr16"
"RP11-22P6.3"	28878957	28879920	"chr16"
"RP11-230B22.1"	62688482	62710694	"chr1"
"RP11-230C9.1"	156662050	156662437	"chr6"
"RP11-230C9.2"	156776360	156777077	"chr6"
"RP11-230C9.3"	156780327	156780455	"chr6"
"RP11-230C9.4"	156774217	156774662	"chr6"
"RP11-230F18.5"	113527260	113530621	"chr13"
"RP11-230F18.6"	113511747	113514473	"chr13"
"RP11-230G5.2"	65466820	65642372	"chr12"
"RP11-230L22.4"	123491884	123493156	"chr9"
"RP11-231C14.4"	29483642	29505999	"chr16"
"RP11-231C14.5"	29478879	29482591	"chr16"
"RP11-231C14.6"	29312350	29331277	"chr16"
"RP11-231C14.8"	29380242	29380345	"chr16"
"RP11-231C18.1"	54332892	54355954	"chr4"
"RP11-231C18.2"	54376002	54376752	"chr4"
"RP11-231D20.2"	42233675	42271197	"chr8"
"RP11-231E19.1"	138599663	138602426	"chr2"
"RP11-231E4.2"	74409415	74413209	"chr18"
"RP11-231E4.3"	74561381	74562100	"chr18"
"RP11-231E4.5"	74504766	74505248	"chr18"
"RP11-231E6.1"	112396647	112409134	"chr3"
"RP11-231G15.1"	109497877	109499108	"chr5"
"RP11-231G15.2"	109467353	109467952	"chr5"
"RP11-231G15.3"	109470843	109471586	"chr5"
"RP11-231G3.1"	60866457	60866935	"chr5"
"RP11-231I13.2"	70196894	70312726	"chr3"
"RP11-231I16.1"	116977442	116987337	"chr12"
"RP11-231L11.1"	141115124	141124182	"chr3"
"RP11-231L11.3"	140972744	140973255	"chr3"
"RP11-231N3.1"	13921450	13924863	"chr11"
"RP11-231N9.1"	65185018	65187265	"chrX"
"RP11-231P20.2"	26209741	26229840	"chr1"
"RP11-231P20.5"	26263041	26263398	"chr1"
"RP11-231P20.6"	26218581	26220476	"chr1"
"RP11-232A1.2"	81488308	81488837	"chr9"
"RP11-232C2.1"	78744398	78753878	"chr14"
"RP11-232C2.2"	78703615	78709934	"chr14"
"RP11-232C2.3"	78695321	78698122	"chr14"
"RP11-232D9.1"	116748530	116748877	"chrX"
"RP11-232D9.2"	116669810	116680303	"chrX"
"RP11-232D9.3"	116692910	116694188	"chrX"
"RP11-232D9.4"	116688870	116690185	"chrX"
"RP11-232L2.1"	73152416	73152938	"chr5"
"RP11-232L2.2"	73132008	73150592	"chr5"
"RP11-232M24.1"	146921923	146925218	"chr3"
"RP11-233E12.1"	106818239	106838167	"chr1"
"RP11-233E12.2"	106804474	106806032	"chr1"
"RP11-233E12.4"	106802755	106803427	"chr1"
"RP11-233G1.4"	14841092	14844708	"chr12"
"RP11-234A1.1"	101576489	101576947	"chr3"
"RP11-234B24.2"	4700417	4720102	"chr12"
"RP11-234B24.4"	4806542	4808641	"chr12"
"RP11-234B24.5"	4601991	4603420	"chr12"
"RP11-234B24.6"	4657634	4744581	"chr12"
"RP11-234G16.4"	129837505	129837794	"chr10"
"RP11-234G16.5"	129845328	129845895	"chr10"
"RP11-234K19.1"	79596542	79597173	"chr4"
"RP11-234K24.3"	36148726	36155760	"chr20"
"RP11-234K24.6"	36233851	36234297	"chr20"
"RP11-234N17.1"	99008218	99008474	"chr1"
"RP11-234O6.2"	161378953	161388417	"chr4"
"RP11-234P3.2"	51903338	51903850	"chrX"
"RP11-234P3.4"	51923552	51923740	"chrX"
"RP11-235C23.5"	105554035	105558029	"chr9"
"RP11-235D19.2"	150881236	150881683	"chr1"
"RP11-235E17.3"	3577955	3578853	"chr17"
"RP11-235E17.4"	3601761	3602272	"chr17"
"RP11-235E17.5"	3619256	3619913	"chr17"
"RP11-235E17.6"	3655621	3658092	"chr17"
"RP11-235G24.1"	160872888	160918649	"chr6"
"RP11-235G24.2"	160905770	160913638	"chr6"
"RP11-235G24.3"	160926369	160927162	"chr6"
"RP11-235P11.1"	15688914	15689562	"chr8"
"RP11-236B18.2"	90994620	91006390	"chr10"
"RP11-236B18.5"	90997480	90997713	"chr10"
"RP11-236F9.2"	63330326	63343660	"chr9"
"RP11-236J17.3"	8011278	8016489	"chr11"
"RP11-236J17.5"	8060038	8069373	"chr11"
"RP11-236J17.6"	8035446	8039718	"chr11"
"RP11-236L14.1"	96049275	96064426	"chr15"
"RP11-236L14.2"	96080713	96084584	"chr15"
"RP11-236P24.1"	53113018	53113274	"chrX"
"RP11-236P24.3"	53093710	53094858	"chrX"
"RP11-237D3.1"	187516153	187517208	"chr4"
"RP11-237P21.1"	135925891	135926167	"chr3"
"RP11-238F2.1"	70778604	70779230	"chr17"
"RP11-238I10.1"	110609241	110632394	"chr8"
"RP11-238K6.1"	137809444	138083570	"chr8"
"RP11-238K6.2"	137852327	137929044	"chr8"
"RP11-239A17.1"	16786762	16787845	"chr12"
"RP11-239C9.1"	35847038	35847426	"chr7"
"RP11-239E10.2"	223144049	223144954	"chr1"
"RP11-239E10.3"	223181144	223188154	"chr1"
"RP11-239H6.2"	20212087	20317739	"chr6"
"RP11-239L20.6"	27001208	27001648	"chr6"
"RP11-23A22.1"	85958717	85958971	"chr15"
"RP11-23B15.1"	97805935	97810008	"chr9"
"RP11-23B5.2"	48478282	48478491	"chr18"
"RP11-23B7.4"	13758111	13758345	"chr11"
"RP11-23D24.2"	153384934	153980186	"chr3"
"RP11-23D5.1"	11275314	11276314	"chr9"
"RP11-23E10.2"	33548297	33554408	"chr16"
"RP11-23E10.3"	33533816	33534976	"chr16"
"RP11-23E10.4"	33562649	33570935	"chr16"
"RP11-23E10.5"	33495943	33496093	"chr16"
"RP11-23E19.1"	71080866	71093667	"chr16"
"RP11-23E19.2"	71113352	71114000	"chr16"
"RP11-23F23.2"	4187140	4202655	"chr11"
"RP11-23F23.3"	4210354	4212091	"chr11"
"RP11-23I7.1"	204663872	204664613	"chr1"
"RP11-23J18.1"	47135498	47138370	"chr12"
"RP11-23J9.3"	97386240	97396112	"chr9"
"RP11-23J9.4"	97238497	97377287	"chr9"
"RP11-23J9.5"	97238449	97297314	"chr9"
"RP11-23J9.6"	97238645	97246184	"chr9"
"RP11-23J9.7"	97276566	97295759	"chr9"
"RP11-23N2.4"	52577842	52598709	"chr15"
"RP11-23P13.4"	41825099	41827936	"chr15"
"RP11-23P13.6"	41892793	41898575	"chr15"
"RP11-240A16.1"	32351038	32353220	"chr4"
"RP11-240D10.4"	54621477	54628438	"chr1"
"RP11-240E2.2"	108040213	108040592	"chr9"
"RP11-240G22.1"	116908312	116908627	"chr12"
"RP11-240G22.4"	116801023	116801477	"chr12"
"RP11-240G22.5"	116948738	116951422	"chr12"
"RP11-240L7.4"	96246462	96250393	"chr9"
"RP11-240M16.1"	137945366	137972522	"chr6"
"RP11-241F15.1"	49486926	49489554	"chr4"
"RP11-241F15.10"	49579833	49580189	"chr4"
"RP11-241F15.3"	49507764	49508806	"chr4"
"RP11-241F15.5"	49523648	49523857	"chr4"
"RP11-241F15.6"	49548918	49549435	"chr4"
"RP11-241F15.7"	49550032	49557400	"chr4"
"RP11-241F15.9"	49561285	49561470	"chr4"
"RP11-241G9.3"	69477472	69502466	"chr5"
"RP11-241I20.1"	31983885	31984554	"chr10"
"RP11-241I20.4"	32109861	32111666	"chr10"
"RP11-241I20.5"	32111644	32111789	"chr10"
"RP11-241J12.1"	80855507	80855843	"chr5"
"RP11-241J12.3"	80746339	80746819	"chr5"
"RP11-241K18.2"	39338129	39338879	"chr3"
"RP11-241M13.2"	84850711	84851148	"chr2"
"RP11-241N4.2"	96019484	96019765	"chr14"
"RP11-242C19.2"	30698207	30721932	"chrX"
"RP11-242C24.2"	39466442	39467345	"chr12"
"RP11-242C24.3"	39539581	39539851	"chr12"
"RP11-242D8.1"	43164183	43170403	"chr17"
"RP11-242D8.2"	43168170	43168249	"chr17"
"RP11-242D8.3"	43169880	43170077	"chr17"
"RP11-242F11.2"	148017422	148020974	"chr6"
"RP11-242F24.1"	6724637	6730012	"chr1"
"RP11-242F4.2"	17224964	17225469	"chr8"
"RP11-242G20.1"	69684899	69692452	"chr10"
"RP11-242J7.1"	184584093	184625030	"chr4"
"RP11-242O24.3"	29144494	29146994	"chr1"
"RP11-242O24.5"	29152489	29152991	"chr1"
"RP11-242P2.1"	79661666	79791263	"chr14"
"RP11-242P2.2"	79611418	79633311	"chr14"
"RP11-243A14.1"	9355588	9408093	"chr16"
"RP11-243E13.2"	10375103	10378114	"chr18"
"RP11-243J16.7"	31686216	31716825	"chr20"
"RP11-243J16.8"	31808503	31808749	"chr20"
"RP11-243J18.2"	155710098	155710563	"chr1"
"RP11-243M5.1"	130977562	130978768	"chr12"
"RP11-244B22.1"	35258630	35259629	"chr16"
"RP11-244B22.11"	35143722	35144881	"chr16"
"RP11-244B22.12"	35143985	35144474	"chr16"
"RP11-244B22.13"	35149457	35149790	"chr16"
"RP11-244B22.14"	35140898	35141408	"chr16"
"RP11-244B22.3"	35245916	35247534	"chr16"
"RP11-244B22.5"	35207903	35208236	"chr16"
"RP11-244B22.6"	35195779	35197544	"chr16"
"RP11-244B22.7"	35193335	35193734	"chr16"
"RP11-244C20.2"	44656771	44656920	"chr11"
"RP11-244F12.1"	62953173	62954124	"chr15"
"RP11-244F12.2"	63070025	63071911	"chr15"
"RP11-244F12.3"	63046034	63049387	"chr15"
"RP11-244G12.1"	81551686	81554092	"chr6"
"RP11-244H18.1"	19420975	19425017	"chr14"
"RP11-244H18.3"	19637225	19641306	"chr14"
"RP11-244H18.4"	19629006	19630340	"chr14"
"RP11-244H3.1"	34974356	34985313	"chr1"
"RP11-244H3.4"	34981533	35031741	"chr1"
"RP11-244J10.1"	80102899	80103333	"chr12"
"RP11-244K5.6"	149934527	149936782	"chr6"
"RP11-244K5.7"	149951833	149952239	"chr6"
"RP11-244N20.7"	133338990	133339465	"chr9"
"RP11-244N9.4"	97634515	97636051	"chr9"
"RP11-244N9.6"	97512706	97517836	"chr9"
"RP11-244O19.1"	121815674	121819452	"chr9"
"RP11-245A18.1"	123924759	123925933	"chr8"
"RP11-245C17.2"	84685884	84686946	"chr15"
"RP11-245D16.4"	52454775	52455331	"chr13"
"RP11-245G13.1"	10874291	10874567	"chr2"
"RP11-245G13.2"	10878269	10885118	"chr2"
"RP11-245J24.1"	118241564	118267710	"chr10"
"RP11-245J9.4"	64011964	64016246	"chr3"
"RP11-245J9.5"	64008082	64008692	"chr3"
"RP11-245J9.6"	64019508	64019925	"chr3"
"RP11-245P10.4"	228407381	228409694	"chr1"
"RP11-245P10.6"	228384114	228385016	"chr1"
"RP11-245P10.8"	228394290	228396967	"chr1"
"RP11-246A10.1"	152118173	152151724	"chr3"
"RP11-246K15.1"	57492884	57591559	"chr8"
"RP11-247A12.1"	129097854	129100266	"chr9"
"RP11-247A12.2"	129176771	129210548	"chr9"
"RP11-247A12.7"	129170434	129170940	"chr9"
"RP11-247A12.8"	129175807	129177575	"chr9"
"RP11-247C2.1"	74097106	74098414	"chr15"
"RP11-247C2.2"	74125915	74129278	"chr15"
"RP11-247I13.11"	31454251	31464204	"chr22"
"RP11-247I13.3"	31559483	31559939	"chr22"
"RP11-247I13.6"	31538352	31538589	"chr22"
"RP11-247I13.8"	31461664	31464204	"chr22"
"RP11-247L20.3"	50397013	50398345	"chr14"
"RP11-247L20.4"	50326526	50327909	"chr14"
"RP11-248B24.5"	91554410	91554503	"chr14"
"RP11-248C1.3"	89837612	89839334	"chr10"
"RP11-248E9.1"	87746567	87746683	"chr12"
"RP11-248E9.4"	87753414	87753447	"chr12"
"RP11-248E9.5"	87795733	87802028	"chr12"
"RP11-248E9.6"	87816486	87817831	"chr12"
"RP11-248E9.7"	87820654	87820918	"chr12"
"RP11-248G5.8"	52167709	52291557	"chr13"
"RP11-248G5.9"	52128891	52132723	"chr13"
"RP11-248I9.2"	35053468	35059271	"chr1"
"RP11-248J18.2"	50662511	50663178	"chr14"
"RP11-248J18.3"	50723777	50724272	"chr14"
"RP11-248J23.5"	95999778	96000243	"chr10"
"RP11-248J23.6"	95949968	95985028	"chr10"
"RP11-248J23.7"	95860548	95924844	"chr10"
"RP11-248M19.1"	79900555	79900903	"chr18"
"RP11-248N22.1"	174135055	174154637	"chr4"
"RP11-248N22.2"	174164441	174168913	"chr4"
"RP11-249C24.10"	56609501	56611375	"chr16"
"RP11-249C24.11"	56648881	56652636	"chr16"
"RP11-249C24.12"	56676132	56677763	"chr16"
"RP11-249L21.2"	108856400	108856737	"chr6"
"RP11-249L21.4"	108907615	108907873	"chr6"
"RP11-249M12.2"	116742991	116762209	"chr5"
"RP11-24B13.2"	41979352	41983753	"chr9"
"RP11-24C14.1"	66710242	66710827	"chr6"
"RP11-24C3.2"	48440352	48446656	"chr3"
"RP11-24D15.1"	73870950	73873366	"chr15"
"RP11-24F11.2"	46364955	46407059	"chr3"
"RP11-24H1.1"	62926371	62926882	"chr3"
"RP11-24I21.1"	149154295	149278123	"chr4"
"RP11-24J19.1"	92162798	92172436	"chr15"
"RP11-24J20.5"	13308145	13308447	"chr10"
"RP11-24M17.3"	75746769	75747263	"chr15"
"RP11-24M17.4"	75737820	75763321	"chr15"
"RP11-24M17.5"	75775553	75786898	"chr15"
"RP11-24N18.1"	28830612	28837200	"chr16"
"RP11-24P14.1"	105927624	106023212	"chr1"
"RP11-24P24.1"	2261859	2262023	"chr5"
"RP11-24P4.1"	21298206	21309449	"chr8"
"RP11-250B2.2"	80470071	80470428	"chr6"
"RP11-250B2.3"	80443344	80465927	"chr6"
"RP11-250B2.5"	80466958	80469080	"chr6"
"RP11-250B2.6"	80355424	80356859	"chr6"
"RP11-250H24.2"	64462819	64463196	"chr9"
"RP11-250H24.6"	64737403	64737755	"chr9"
"RP11-250H24.7"	64498517	64498745	"chr9"
"RP11-251G23.2"	105530209	105530671	"chr7"
"RP11-251G23.5"	105571083	105573660	"chr7"
"RP11-251M1.1"	136648610	136660421	"chr9"
"RP11-251P6.1"	105587575	105618958	"chr1"
"RP11-252A24.2"	74332402	74368240	"chr16"
"RP11-252A24.3"	74367462	74369826	"chr16"
"RP11-252A24.5"	74422120	74435254	"chr16"
"RP11-252A24.8"	74393076	74393183	"chr16"
"RP11-252C15.1"	12765849	12811478	"chr8"
"RP11-252C24.2"	65248032	65248792	"chr10"
"RP11-252E2.1"	75108601	75110712	"chr16"
"RP11-252E2.2"	75119558	75144200	"chr16"
"RP11-252I13.1"	107724961	107727117	"chr5"
"RP11-252I13.2"	107699835	107716841	"chr5"
"RP11-252I14.1"	180226378	180227000	"chr5"
"RP11-252I14.2"	180257680	180258366	"chr5"
"RP11-252K23.1"	75321890	75325048	"chr16"
"RP11-252K23.2"	75379818	75381260	"chr16"
"RP11-252M18.3"	3875584	3878809	"chr9"
"RP11-252M21.6"	30973289	30977623	"chr13"
"RP11-252O18.2"	181847526	181847885	"chr3"
"RP11-252O18.3"	181866351	181867154	"chr3"
"RP11-252O2.2"	19705338	19705655	"chr9"
"RP11-252P18.1"	66004017	66004137	"chr7"
"RP11-252P19.1"	165754189	165775780	"chr6"
"RP11-252P19.2"	165773201	165775186	"chr6"
"RP11-253A20.1"	51461721	51463416	"chr1"
"RP11-253D19.1"	30553854	30554483	"chr10"
"RP11-253D19.2"	30576699	30580182	"chr10"
